scientific_name_id,name_latin,name_nb,matrix_coordinate,axis_ka,axis_uf,axis_ki,constancy_m7,constancy_label,v30_lm_ka_trinn,v30_lm_uf_trinn,v30_lm_vm_trinn,alignment_status,notes
104789,Abietinella abietina,granmose,KA.g/UF.f/KI.0a,g,f,0a,1,"< 1/32 (0,03125)",,,,pending,
104789,Abietinella abietina,granmose,KA.g/UF.g/KI.0a,g,g,0a,1,"< 1/32 (0,03125)",,,,pending,
104789,Abietinella abietina,granmose,KA.h/UF.d/KI.0a,h,d,0a,1,"< 1/32 (0,03125)",,,,pending,
104789,Abietinella abietina,granmose,KA.h/UF.e/KI.0a,h,e,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
104789,Abietinella abietina,granmose,KA.h/UF.f/KI.0a,h,f,0a,4,"3/8 – 4/5 (–0,8)",,,,pending,
104789,Abietinella abietina,granmose,KA.h/UF.g/KI.0a,h,g,0a,4,"3/8 – 4/5 (–0,8)",,,,pending,
104789,Abietinella abietina,granmose,KA.h/UF.h/KI.0a,h,h,0a,1,"< 1/32 (0,03125)",,,,pending,
104789,Abietinella abietina,granmose,KA.i/UF.c/KI.0a,i,c,0a,1,"< 1/32 (0,03125)",,,,pending,
104789,Abietinella abietina,granmose,KA.i/UF.d/KI.0a,i,d,0a,1,"< 1/32 (0,03125)",,,,pending,
104789,Abietinella abietina,granmose,KA.i/UF.e/KI.0a,i,e,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
104789,Abietinella abietina,granmose,KA.i/UF.f/KI.0a,i,f,0a,4,"3/8 – 4/5 (–0,8)",,,,pending,
104789,Abietinella abietina,granmose,KA.i/UF.g/KI.0a,i,g,0a,4,"3/8 – 4/5 (–0,8)",,,,pending,
104789,Abietinella abietina,granmose,KA.i/UF.h/KI.0a,i,h,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.d/UF.a/KI.0a,d,a,0a,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.d/UF.b/KI.0a,d,b,0a,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.e/UF.a/KI.0a,e,a,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.e/UF.b/KI.0a,e,b,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.e/UF.c/KI.0a,e,c,0a,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.e/UF.d/KI.0a,e,d,0a,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.f/UF.a/KI.0a,f,a,0a,4,"3/8 – 4/5 (–0,8)",,,,pending,
103559,Acer platanoides,spisslønn,KA.f/UF.a/KI.bc,f,a,bc,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.f/UF.b/KI.0a,f,b,0a,4,"3/8 – 4/5 (–0,8)",,,,pending,
103559,Acer platanoides,spisslønn,KA.f/UF.b/KI.bc,f,b,bc,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.f/UF.c/KI.0a,f,c,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.f/UF.d/KI.0a,f,d,0a,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.f/UF.e/KI.0a,f,e,0a,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.f/UF.f/KI.0a,f,f,0a,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.g/UF.a/KI.0a,g,a,0a,5,"3/8 – 4/5 (–0,8) and M; or > 4/5",,,,pending,
103559,Acer platanoides,spisslønn,KA.g/UF.a/KI.bc,g,a,bc,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.g/UF.b/KI.0a,g,b,0a,4,"3/8 – 4/5 (–0,8)",,,,pending,
103559,Acer platanoides,spisslønn,KA.g/UF.b/KI.bc,g,b,bc,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.g/UF.c/KI.0a,g,c,0a,3,"1/8 – 3/8 (–0,375)",,,,pending,
103559,Acer platanoides,spisslønn,KA.g/UF.d/KI.0a,g,d,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.g/UF.e/KI.0a,g,e,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.g/UF.f/KI.0a,g,f,0a,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.h/UF.a/KI.0a,h,a,0a,5,"3/8 – 4/5 (–0,8) and M; or > 4/5",,,,pending,
103559,Acer platanoides,spisslønn,KA.h/UF.a/KI.bc,h,a,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.h/UF.b/KI.0a,h,b,0a,5,"3/8 – 4/5 (–0,8) and M; or > 4/5",,,,pending,
103559,Acer platanoides,spisslønn,KA.h/UF.b/KI.bc,h,b,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.h/UF.c/KI.0a,h,c,0a,4,"3/8 – 4/5 (–0,8)",,,,pending,
103559,Acer platanoides,spisslønn,KA.h/UF.c/KI.bc,h,c,bc,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.h/UF.d/KI.0a,h,d,0a,3,"1/8 – 3/8 (–0,375)",,,,pending,
103559,Acer platanoides,spisslønn,KA.h/UF.d/KI.bc,h,d,bc,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.h/UF.e/KI.0a,h,e,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.h/UF.f/KI.0a,h,f,0a,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.h/UF.g/KI.0a,h,g,0a,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.i/UF.a/KI.0a,i,a,0a,5,"3/8 – 4/5 (–0,8) and M; or > 4/5",,,,pending,
103559,Acer platanoides,spisslønn,KA.i/UF.a/KI.bc,i,a,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.i/UF.b/KI.0a,i,b,0a,5,"3/8 – 4/5 (–0,8) and M; or > 4/5",,,,pending,
103559,Acer platanoides,spisslønn,KA.i/UF.b/KI.bc,i,b,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.i/UF.c/KI.0a,i,c,0a,4,"3/8 – 4/5 (–0,8)",,,,pending,
103559,Acer platanoides,spisslønn,KA.i/UF.c/KI.bc,i,c,bc,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.i/UF.d/KI.0a,i,d,0a,3,"1/8 – 3/8 (–0,375)",,,,pending,
103559,Acer platanoides,spisslønn,KA.i/UF.d/KI.bc,i,d,bc,1,"< 1/32 (0,03125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.i/UF.e/KI.0a,i,e,0a,3,"1/8 – 3/8 (–0,375)",,,,pending,
103559,Acer platanoides,spisslønn,KA.i/UF.f/KI.0a,i,f,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103559,Acer platanoides,spisslønn,KA.i/UF.g/KI.0a,i,g,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.f/UF.d/KI.0a,f,d,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.f/UF.e/KI.0a,f,e,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.f/UF.f/KI.0a,f,f,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.g/UF.c/KI.0a,g,c,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.g/UF.d/KI.0a,g,d,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.g/UF.e/KI.0a,g,e,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.g/UF.f/KI.0a,g,f,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.h/UF.c/KI.0a,h,c,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.h/UF.c/KI.bc,h,c,bc,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.h/UF.d/KI.0a,h,d,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.h/UF.d/KI.bc,h,d,bc,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.h/UF.e/KI.0a,h,e,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.h/UF.e/KI.bc,h,e,bc,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.h/UF.f/KI.0a,h,f,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.h/UF.f/KI.bc,h,f,bc,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.h/UF.g/KI.0a,h,g,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.i/UF.c/KI.0a,i,c,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.i/UF.c/KI.bc,i,c,bc,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.i/UF.d/KI.0a,i,d,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.i/UF.d/KI.bc,i,d,bc,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.i/UF.e/KI.0a,i,e,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.i/UF.e/KI.bc,i,e,bc,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.i/UF.f/KI.0a,i,f,0a,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.i/UF.f/KI.bc,i,f,bc,1,"< 1/32 (0,03125)",,,,pending,
100392,Achillea millefolium,ryllik,KA.i/UF.g/KI.0a,i,g,0a,1,"< 1/32 (0,03125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.g/UF.f/KI.0a,g,f,0a,1,"< 1/32 (0,03125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.g/UF.g/KI.0a,g,g,0a,1,"< 1/32 (0,03125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.h/UF.d/KI.0a,h,d,0a,1,"< 1/32 (0,03125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.h/UF.e/KI.0a,h,e,0a,1,"< 1/32 (0,03125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.h/UF.f/KI.0a,h,f,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.h/UF.g/KI.0a,h,g,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.h/UF.h/KI.0a,h,h,0a,1,"< 1/32 (0,03125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.i/UF.d/KI.0a,i,d,0a,1,"< 1/32 (0,03125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.i/UF.e/KI.0a,i,e,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.i/UF.f/KI.0a,i,f,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.i/UF.g/KI.0a,i,g,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
102267,Acinos arvensis,bakkemynte,KA.i/UF.h/KI.0a,i,h,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103073,Aconitum lycoctonum,,KA.e/UF.a/KI.0a,e,a,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103073,Aconitum lycoctonum,,KA.e/UF.a/KI.bc,e,a,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
103073,Aconitum lycoctonum,,KA.e/UF.b/KI.bc,e,b,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
103073,Aconitum lycoctonum,,KA.f/UF.a/KI.0a,f,a,0a,3,"1/8 – 3/8 (–0,375)",,,,pending,
103073,Aconitum lycoctonum,,KA.f/UF.a/KI.bc,f,a,bc,3,"1/8 – 3/8 (–0,375)",,,,pending,
103073,Aconitum lycoctonum,,KA.f/UF.b/KI.0a,f,b,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103073,Aconitum lycoctonum,,KA.f/UF.b/KI.bc,f,b,bc,3,"1/8 – 3/8 (–0,375)",,,,pending,
103073,Aconitum lycoctonum,,KA.g/UF.a/KI.0a,g,a,0a,3,"1/8 – 3/8 (–0,375)",,,,pending,
103073,Aconitum lycoctonum,,KA.g/UF.a/KI.bc,g,a,bc,4,"3/8 – 4/5 (–0,8)",,,,pending,
103073,Aconitum lycoctonum,,KA.g/UF.b/KI.0a,g,b,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103073,Aconitum lycoctonum,,KA.g/UF.b/KI.bc,g,b,bc,4,"3/8 – 4/5 (–0,8)",,,,pending,
103073,Aconitum lycoctonum,,KA.g/UF.c/KI.0a,g,c,0a,1,"< 1/32 (0,03125)",,,,pending,
103073,Aconitum lycoctonum,,KA.h/UF.a/KI.0a,h,a,0a,3,"1/8 – 3/8 (–0,375)",,,,pending,
103073,Aconitum lycoctonum,,KA.h/UF.a/KI.bc,h,a,bc,4,"3/8 – 4/5 (–0,8)",,,,pending,
103073,Aconitum lycoctonum,,KA.h/UF.b/KI.0a,h,b,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103073,Aconitum lycoctonum,,KA.h/UF.b/KI.bc,h,b,bc,4,"3/8 – 4/5 (–0,8)",,,,pending,
103073,Aconitum lycoctonum,,KA.h/UF.c/KI.0a,h,c,0a,1,"< 1/32 (0,03125)",,,,pending,
103073,Aconitum lycoctonum,,KA.h/UF.c/KI.bc,h,c,bc,3,"1/8 – 3/8 (–0,375)",,,,pending,
103073,Aconitum lycoctonum,,KA.h/UF.d/KI.bc,h,d,bc,1,"< 1/32 (0,03125)",,,,pending,
103073,Aconitum lycoctonum,,KA.i/UF.a/KI.0a,i,a,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103073,Aconitum lycoctonum,,KA.i/UF.a/KI.bc,i,a,bc,3,"1/8 – 3/8 (–0,375)",,,,pending,
103073,Aconitum lycoctonum,,KA.i/UF.b/KI.0a,i,b,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103073,Aconitum lycoctonum,,KA.i/UF.b/KI.bc,i,b,bc,3,"1/8 – 3/8 (–0,375)",,,,pending,
103073,Aconitum lycoctonum,,KA.i/UF.c/KI.0a,i,c,0a,1,"< 1/32 (0,03125)",,,,pending,
103073,Aconitum lycoctonum,,KA.i/UF.c/KI.bc,i,c,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
103073,Aconitum lycoctonum,,KA.i/UF.d/KI.bc,i,d,bc,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.g/UF.a/KI.0a,g,a,0a,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.g/UF.a/KI.bc,g,a,bc,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.g/UF.b/KI.0a,g,b,0a,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.g/UF.b/KI.bc,g,b,bc,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.g/UF.c/KI.0a,g,c,0a,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.h/UF.a/KI.0a,h,a,0a,3,"1/8 – 3/8 (–0,375)",,,,pending,
103081,Actaea spicata,trollbær,KA.h/UF.a/KI.bc,h,a,bc,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.h/UF.b/KI.0a,h,b,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
103081,Actaea spicata,trollbær,KA.h/UF.b/KI.bc,h,b,bc,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.h/UF.c/KI.0a,h,c,0a,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.h/UF.d/KI.0a,h,d,0a,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.i/UF.a/KI.0a,i,a,0a,3,"1/8 – 3/8 (–0,375)",,,,pending,
103081,Actaea spicata,trollbær,KA.i/UF.a/KI.bc,i,a,bc,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.i/UF.b/KI.0a,i,b,0a,3,"1/8 – 3/8 (–0,375)",,,,pending,
103081,Actaea spicata,trollbær,KA.i/UF.b/KI.bc,i,b,bc,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.i/UF.c/KI.0a,i,c,0a,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.i/UF.d/KI.0a,i,d,0a,1,"< 1/32 (0,03125)",,,,pending,
103081,Actaea spicata,trollbær,KA.i/UF.e/KI.0a,i,e,0a,1,"< 1/32 (0,03125)",,,,pending,
101700,Adoxa moschatellina,moskusurt,KA.g/UF.a/KI.0a,g,a,0a,1,"< 1/32 (0,03125)",,,,pending,
101700,Adoxa moschatellina,moskusurt,KA.g/UF.a/KI.bc,g,a,bc,1,"< 1/32 (0,03125)",,,,pending,
101700,Adoxa moschatellina,moskusurt,KA.g/UF.b/KI.bc,g,b,bc,1,"< 1/32 (0,03125)",,,,pending,
101700,Adoxa moschatellina,moskusurt,KA.h/UF.a/KI.0a,h,a,0a,1,"< 1/32 (0,03125)",,,,pending,
101700,Adoxa moschatellina,moskusurt,KA.h/UF.a/KI.bc,h,a,bc,1,"< 1/32 (0,03125)",,,,pending,
101700,Adoxa moschatellina,moskusurt,KA.h/UF.b/KI.0a,h,b,0a,1,"< 1/32 (0,03125)",,,,pending,
101700,Adoxa moschatellina,moskusurt,KA.h/UF.b/KI.bc,h,b,bc,1,"< 1/32 (0,03125)",,,,pending,
101700,Adoxa moschatellina,moskusurt,KA.i/UF.a/KI.0a,i,a,0a,1,"< 1/32 (0,03125)",,,,pending,
101700,Adoxa moschatellina,moskusurt,KA.i/UF.a/KI.bc,i,a,bc,1,"< 1/32 (0,03125)",,,,pending,
101700,Adoxa moschatellina,moskusurt,KA.i/UF.b/KI.0a,i,b,0a,1,"< 1/32 (0,03125)",,,,pending,
101700,Adoxa moschatellina,moskusurt,KA.i/UF.b/KI.bc,i,b,bc,1,"< 1/32 (0,03125)",,,,pending,
100252,Aegopodium podagraria,skvallerkål,KA.f/UF.a/KI.0a,f,a,0a,1,"< 1/32 (0,03125)",,,,pending,
100252,Aegopodium podagraria,skvallerkål,KA.g/UF.a/KI.0a,g,a,0a,1,"< 1/32 (0,03125)",,,,pending,
100252,Aegopodium podagraria,skvallerkål,KA.g/UF.a/KI.bc,g,a,bc,1,"< 1/32 (0,03125)",,,,pending,
100252,Aegopodium podagraria,skvallerkål,KA.g/UF.b/KI.bc,g,b,bc,1,"< 1/32 (0,03125)",,,,pending,
100252,Aegopodium podagraria,skvallerkål,KA.h/UF.a/KI.0a,h,a,0a,1,"< 1/32 (0,03125)",,,,pending,
100252,Aegopodium podagraria,skvallerkål,KA.h/UF.a/KI.bc,h,a,bc,1,"< 1/32 (0,03125)",,,,pending,
100252,Aegopodium podagraria,skvallerkål,KA.h/UF.b/KI.bc,h,b,bc,1,"< 1/32 (0,03125)",,,,pending,
100252,Aegopodium podagraria,skvallerkål,KA.i/UF.a/KI.0a,i,a,0a,1,"< 1/32 (0,03125)",,,,pending,
100252,Aegopodium podagraria,skvallerkål,KA.i/UF.a/KI.bc,i,a,bc,1,"< 1/32 (0,03125)",,,,pending,
100252,Aegopodium podagraria,skvallerkål,KA.i/UF.b/KI.bc,i,b,bc,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.d/UF.e/KI.0a,d,e,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.d/UF.f/KI.0a,d,f,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.e/UF.d/KI.0a,e,d,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.e/UF.e/KI.0a,e,e,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.e/UF.f/KI.0a,e,f,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.f/UF.d/KI.0a,f,d,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.f/UF.e/KI.0a,f,e,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.f/UF.f/KI.0a,f,f,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.f/UF.g/KI.0a,f,g,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.g/UF.c/KI.0a,g,c,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.g/UF.d/KI.0a,g,d,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.g/UF.e/KI.0a,g,e,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.g/UF.f/KI.0a,g,f,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.g/UF.g/KI.0a,g,g,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.h/UF.c/KI.0a,h,c,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.h/UF.c/KI.bc,h,c,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.h/UF.d/KI.0a,h,d,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.h/UF.d/KI.bc,h,d,bc,4,"3/8 – 4/5 (–0,8)",,,,pending,
99866,Agrostis canina,hundekvein,KA.h/UF.e/KI.0a,h,e,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.h/UF.e/KI.bc,h,e,bc,4,"3/8 – 4/5 (–0,8)",,,,pending,
99866,Agrostis canina,hundekvein,KA.h/UF.f/KI.0a,h,f,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.h/UF.f/KI.bc,h,f,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.h/UF.g/KI.0a,h,g,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.h/UF.h/KI.0a,h,h,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.i/UF.c/KI.0a,i,c,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.i/UF.c/KI.bc,i,c,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.i/UF.d/KI.0a,i,d,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.i/UF.d/KI.bc,i,d,bc,4,"3/8 – 4/5 (–0,8)",,,,pending,
99866,Agrostis canina,hundekvein,KA.i/UF.e/KI.0a,i,e,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.i/UF.e/KI.bc,i,e,bc,4,"3/8 – 4/5 (–0,8)",,,,pending,
99866,Agrostis canina,hundekvein,KA.i/UF.f/KI.0a,i,f,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.i/UF.f/KI.bc,i,f,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.i/UF.g/KI.0a,i,g,0a,1,"< 1/32 (0,03125)",,,,pending,
99866,Agrostis canina,hundekvein,KA.i/UF.h/KI.0a,i,h,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.c/UF.b/KI.0a,c,b,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.c/UF.c/KI.0a,c,c,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.c/UF.d/KI.0a,c,d,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.c/UF.e/KI.0a,c,e,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.d/UF.a/KI.0a,d,a,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.d/UF.a/KI.bc,d,a,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.d/UF.b/KI.0a,d,b,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.d/UF.b/KI.bc,d,b,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.d/UF.c/KI.0a,d,c,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.d/UF.d/KI.0a,d,d,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.d/UF.e/KI.0a,d,e,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.d/UF.f/KI.0a,d,f,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.e/UF.a/KI.0a,e,a,0a,2,"1/32 – 1/8 (–0,125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.e/UF.a/KI.bc,e,a,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.e/UF.b/KI.0a,e,b,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.e/UF.b/KI.bc,e,b,bc,2,"1/32 – 1/8 (–0,125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.e/UF.c/KI.0a,e,c,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.e/UF.d/KI.0a,e,d,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.e/UF.e/KI.0a,e,e,0a,1,"< 1/32 (0,03125)",,,,pending,
99867,Agrostis capillaris,engkvein,KA.e/UF.f/KI.0a,e,f,0a,1,"< 1/32 (0,03125)",,,,pending,
